timestamp,face_count,fps
00:05:35,1,27.5
00:05:35,1,28.8
00:05:35,1,26.4
00:05:35,1,27.1
00:05:35,1,26.9
00:05:35,1,28.0
00:05:35,1,25.7
00:05:35,1,27.1
00:05:35,1,27.5
00:05:35,1,27.0
00:05:35,1,25.5
00:05:35,1,26.8
00:05:35,1,29.6
00:05:35,1,27.9
00:05:35,1,25.9
00:05:36,1,27.7
00:05:36,1,34.7
00:05:36,1,28.6
00:05:36,1,27.1
00:05:36,1,28.8
00:05:36,1,26.0
00:05:36,1,25.4
00:05:36,1,24.4
00:05:36,1,25.8
00:05:36,1,25.2
00:05:36,1,31.2
00:05:36,1,31.3
00:05:36,1,26.7
00:05:36,1,27.7
00:05:36,1,28.8
00:05:36,1,24.2
00:05:36,1,26.2
00:05:36,1,33.3
00:05:36,1,34.1
00:05:36,1,29.6
00:05:37,1,29.2
00:05:37,1,25.9
00:05:37,1,28.6
00:05:37,1,27.0
00:05:37,1,27.2
00:05:37,1,25.5
00:05:37,1,29.1
00:05:37,1,26.0
00:05:37,1,27.0
00:05:37,1,25.4
00:05:37,1,27.3
00:05:37,1,24.7
00:05:37,1,24.7
00:05:37,1,23.5
00:05:37,1,25.9
00:05:37,1,25.7
00:05:37,1,25.5
00:05:37,1,25.7
00:05:38,1,26.6
00:05:38,1,25.8
00:05:38,1,24.6
00:05:38,1,25.9
00:05:38,1,25.2
00:05:38,1,25.3
00:05:38,1,25.3
00:05:38,1,27.0
00:05:38,1,26.1
00:05:38,1,25.2
00:05:38,1,26.5
00:05:38,1,25.6
00:05:38,1,27.1
00:05:38,1,25.6
00:05:38,1,28.0
00:05:38,1,26.3
00:05:38,1,25.9
00:05:38,1,26.6
00:05:38,1,27.0
00:05:39,1,26.8
